GF_ID,Year_approx,Year_exact,Month,Day,Lake_name,Glacier_name,GL_ID,LakeDB_ID,G_ID,Lat_lake,Lon_lake,Elev_lake,Lat_impact,Lon_impact,Elev_impact,Impact_type,Lake_type,Transboundary,Repeat,Region_RGI,Region_HiMAP,Country,Province,River_Basin,Driver_lake,Driver_GLOF,Mechanism,Area,Volume,Discharge_water,Discharge_solid,Impact,Lives_total,Lives_male,Lives_female,Lives_disabilities,Injured_total,Injured_male,Injured_female,Injured_disabilities,Displaced_total,Displaced_male,Displaced_female,Displaced_disabilities,Livestock,Residential_destroyed,Commerical_destroyed,Residential_damaged,Commerical_damaged,Infra,Agricultural,Hydropower,Econ_damage,Sat_evidence,Ref_scientific,Ref_scientific_full,Ref_other,Remarks
536,NA,NA,NA,NA,Unnamed,Unnamed,Not mapped,NA,G078445E33108N,33.12619,78.412649,5597,NA,NA,NA,NA,Moraine dammed,Y,N,14_3,10,India,Ladakh,Upper Indus,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,
537,NA,NA,NA,NA,Unnamed,Unnamed,GL079164E31187N,"3, 4",G079160E31185N,31.186,79.166,5473,31.173,79.193,4580,Deposit,Moraine dammed,N,N,15_1,11,China,TAR,Bhagirathi,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,
540,NA,NA,NA,NA,Unnamed,Unnamed,GL080152E42353N,"2, 3",G080156E42337N,42.353622,80.153057,3731,42.369,80.153,3460,Deposit,Moraine dammed,N,N,13_3,3,Kazakhstan,,,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,
541,NA,NA,NA,NA,Unnamed,Unnamed,GL080611E44560N,"3, 4",G080595E44560N,44.560848,80.611643,3423,44.567,80.672,2558,Deposit,Moraine dammed,N,N,13_4,1,China,Xinjiang,,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,
542,NA,NA,NA,NA,Unnamed,Unnamed,GL080628E30357N,4,G080604E30353N,30.357,80.628,4835,30.356,80.648,4508,Deposit,Moraine dammed,Y,N,15_1,11,India,Uttarakhand,Dhauliganga,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,
543,NA,NA,NA,NA,Unnamed,Unnamed,GL080986E42576N,"3, 4",G080979E42573N,42.576698,80.986319,3668,42.58,81.025,3060,Deposit,Moraine dammed,N,N,13_3,3,China,,,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,
544,NA,NA,NA,NA,Unnamed,Unnamed,Not mapped,NA,G080997E42460N,42.463802,81.011925,3694,42.471,81.02,3464,Deposit,Moraine dammed,N,N,13_3,3,China,,,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,
545,NA,NA,NA,NA,Unnamed,Unnamed,Not mapped,NA,G081047E30168N,30.159,81.034,4655,30.157,81.03,4547,Deposit,Moraine dammed,Y,N,15_1,11,Nepal,Karnali,Dhauliganga,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,
547,NA,NA,NA,NA,Unnamed,Unnamed,Not mapped,NA,No glacier,30.03,81.295,5136,30.02,81.289,4748,Deposit,Moraine dammed,Y,N,15_1,11,Nepal,Karnali,West Seti,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,
548,NA,NA,NA,NA,Unnamed,Unnamed,GL081332E42664N,"2, 3, 4",G081322E42656N,42.664,81.33,3380,42.672,81.349,3040,Deposit,Moraine dammed,N,N,13_3,3,China,,,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Narama et al., 2018)","Narama, C., Daiyrov, M., Duishonakunov, M., Tadono, T., Sato, H., Kääb, A., Ukita, J., Abdrakhmatov, K., 2018. Large drainages from short-lived glacial lakes in the Teskey Range, Tien Shan Mountains, Central Asia. Natural Hazards and Earth System Sciences 18, 983–995. https://doi.org/10.5194/nhess-18-983-2018",,
549,Before 1976,NA,NA,NA,Unknown,Unnamed,GL081578E29898N,"2, 3, 4",G081563E29900N,29.897,81.578,3581,29.895,81.616,3518,Observation,Moraine dammed,Y,N,15_1,11,Nepal,Karnali,Humla,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,EMP155R39_2M19761206,(This study),,"reporting by local villagers, documentation from satellite imagery",
552,NA,NA,NA,NA,Unnamed,Unnamed,GL082044E29994N,2,G082054E30000N,29.994,82.044,4716,30,81.992,3256,Deposit,Moraine dammed,Y,N,15_1,11,Nepal,Karnali,Humla,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,
553,2015-2016,NA,NA,NA,Zangla Co East,Unnamed,GL082199E30310N,"2, 3, 4",G082158E30307N,30.31,82.2,5534,30.359,82.26,4995,Deposit,Moraine dammed,Y,N,13_8,11,China,TAR,Maquan,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Veh et al., 2019)","Veh, G., Korup, O., von Specht, S., Roessner, S., Walz, A., 2019. Unchanged frequency of moraine-dammed glacial lake outburst floods in the Himalaya. Nature Climate Change 9, 379–383. https://doi.org/10.1038/s41558-019-0437-5",,GLOF predicted between 2015-09-26 and 2016-09-12 based on satellite image
554,NA,NA,NA,NA,Unnamed,Unnamed,Not mapped,NA,No glacier,29.875,82.451,5285,29.874,82.447,5200,Deposit,Moraine dammed,Y,N,15_1,11,Nepal,Karnali,Humla,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,
557,NA,NA,NA,NA,Unknown,Unnamed,No lake,NA,G083092E28815N,28.816,83.12,5139,28.821,83.136,4633,Deposit,Moraine dammed,Y,N,15_1,11,Nepal,Karnali,Bheri,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,
558,NA,NA,NA,NA,Unnamed,Unnamed,GL083234E29647N,"2, 3, 4",G083231E29643N,29.646926,83.233898,5564,29.707,83.259,4728,Deposit,Moraine dammed,N,N,13_8,11,China,TAR,Maquan,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,
559,NA,NA,NA,NA,Unnamed,Unnamed,GL083356E44121N,"3, 4",G083360E44105N,44.120257,83.357924,3276,44.148,83.361,2790,Deposit,Moraine dammed,N,N,13_4,2,China,Xinjiang,,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,
560,NA,NA,NA,NA,Unnamed,Unnamed,GL083521E29359N,"2, 3, 4",G083518E29351N,29.359,83.521,5641,29.377,83.548,5150,Deposit,Moraine dammed,N,N,13_8,11,China,TAR,,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,
561,NA,NA,NA,NA,Unnamed,Unnamed,GL083744E29198N,"3, 4",Not mapped,29.198,83.744,5806,29.177,83.756,5380,Deposit,Moraine dammed,Y,N,13_8,11,Nepal,Gandaki,Kali Gandaki,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,
562,NA,NA,NA,NA,Unnamed,Unnamed,GL083997E28745N,2,G084007E28742N,28.744,83.997,4911,28.74,83.987,4529,Deposit,Moraine dammed,Y,N,15_1,11,Nepal,Gandaki,Marsyangdi,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,
563,NA,NA,NA,NA,Unnamed,Unnamed,GL084491E43776N,4,G084497E43755N,43.7764,84.4922,3264,43.834,84.466,2220,Deposit,Moraine dammed,N,N,13_4,2,China,Xinjiang,,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,
564,NA,NA,NA,NA,Unnamed,Unnamed,GL084503E29972N,"2, 4",G084500E29969N,29.972678,84.503318,5721,29.974,84.513,5450,Deposit,Moraine dammed,N,N,13_8,17,China,TAR,,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,
565,NA,NA,NA,NA,Unnamed,Unnamed,Not mapped,"2, 3, 4",G084617E29842N,29.851044,84.625718,5755,29.856,84.632,5551,Deposit,Moraine dammed,N,N,13_8,17,China,TAR,Yarlung Zangbo,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,
566,NA,NA,NA,NA,Unnamed,Unnamed,GL084876E29976N,"2, 4",G084870E29977N,29.976913,84.876052,5946,29.971,84.879,5755,Deposit,Moraine dammed,N,N,13_8,17,China,TAR,,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,
567,NA,NA,NA,NA,Unnamed,Unnamed,GL085101E43368N,"2, 3, 4",G085070E43330N,43.368026,85.101912,3248,43.363,85.145,2995,Deposit,Moraine dammed,N,N,13_4,2,China,Xinjiang,,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,
568,NA,NA,NA,NA,Unnamed,Unnamed,Not mapped,NA,G085109E28685N,28.688,85.102,5138,28.689,85.097,4995,Deposit,Moraine dammed,Y,N,15_1,11,China,TAR,Budhi Gandaki,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,
569,NA,NA,NA,NA,Unknown,Unnamed,No lake,NA,G085109E28685N,28.689,85.105,5168,28.691,85.102,5078,Deposit,Moraine dammed,Y,N,15_1,11,China,TAR,Budhi Gandaki,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,
570,NA,NA,NA,NA,Unnamed,Unnamed,GL085186E43653N,"2, 3, 4",G085165E43653N,43.652636,85.186456,3780,43.655,85.206,3220,Deposit,Moraine dammed,N,N,13_4,2,China,Xinjiang,,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,
571,NA,NA,NA,NA,Unknown,Unnamed,GL085424E28553N,"2, 3, 4",G085422E28566N,28.553,85.424,4701,28.534,85.408,4245,Deposit,Moraine dammed,Y,N,15_1,11,China,TAR,Gyirong,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,
572,1995-1996,NA,NA,NA,Unnamed,Zhalonggabu,Not mapped,NA,G085445E28651N,28.662,85.476,5204,28.703,85.553,4743,Deposit,Moraine dammed,N,N,15_1,11,China,TAR,Gyirong,Unknown,Ice avalanche,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Veh et al., 2019)","Veh, G., Korup, O., von Specht, S., Roessner, S., Walz, A., 2019. Unchanged frequency of moraine-dammed glacial lake outburst floods in the Himalaya. Nature Climate Change 9, 379–383. https://doi.org/10.1038/s41558-019-0437-5",GLOF predicted between 1995-11-01 and 1996-10-02 based on satellite image,
573,NA,NA,NA,NA,Unnamed,Unnamed,GL085522E28504N,2,G085514E28502N,28.504,85.522,5249,28.493,85.533,4774,Deposit,Moraine dammed,Y,N,15_1,11,China,TAR,Gyirong,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,
574,NA,NA,NA,NA,Unnamed,Guoluo,GL085635E28496N,"2, 3, 4",G085618E28467N,28.501,85.644,5284,28.53,85.66,5222,Deposit,Moraine dammed,N,N,15_1,11,China,TAR,Pelkhu,Unknown,Debris flow,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,
575,NA,NA,NA,NA,Unnamed,Unnamed,GL085643E29692N,"3, 4",G085657E29690N,29.691925,85.643267,5526,29.692,85.639,5490,Deposit,Moraine dammed,N,N,13_8,17,China,TAR,Dogxung Zangbo,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,
576,NA,NA,NA,NA,Unnamed,Unnamed,GL085866E28168N,"2, 3, 4",G085868E28162N,28.1681,85.8659,4692,28.176,85.894,4337,Deposit,Moraine dammed,Y,N,15_2,11,China,TAR,Poiqu,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,
577,NA,NA,NA,NA,Unnamed,Unnamed,GL085871E28195N,"2, 3, 4",G085854E28190N,28.1947,85.8716,4624,28.203,85.886,4156,Deposit,Moraine dammed,Y,N,15_2,11,China,TAR,Poiqu,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,
578,2001-2003,NA,NA,NA,Dareco South,Unnamed,GL085919E28139N,"2, 3, 4",G085919E28127N,28.138056,85.918889,4858,28.165,85.923,4385,Deposit,Moraine dammed,Y,N,15_2,11,China,TAR,Poiqu,Unknown,Ice avalanche,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Veh et al., 2019)","Veh, G., Korup, O., von Specht, S., Roessner, S., Walz, A., 2019. Unchanged frequency of moraine-dammed glacial lake outburst floods in the Himalaya. Nature Climate Change 9, 379–383. https://doi.org/10.1038/s41558-019-0437-5",,GLOF predicted between 2001-10-24 and 2003-09-28 based on satellite image
579,NA,NA,NA,NA,Unnamed,Unnamed,GL085930E28321N,"2, 3, 4",G085927E28313N,28.3215,85.9306,5308,28.328,85.933,5230,Deposit,Moraine dammed,Y,N,15_2,11,China,TAR,Poiqu,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,
580,NA,NA,NA,NA,Unnamed,Unnamed,GL086170E28178N,2,G086183E28176N,28.1784,86.1704,5106,28.112,86.171,3731,Deposit,Moraine dammed,Y,N,15_2,11,China,TAR,Poiqu,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,
581,NA,NA,NA,NA,Unnamed,Unnamed,Not mapped,NA,Not mapped,29.310786,86.337927,5777,29.313,86.339,5670,Deposit,Moraine dammed,N,N,13_8,17,China,TAR,,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,
582,NA,NA,NA,NA,Unnamed,Unnamed,GL086387E29314N,"2, 3, 4",G086380E29316N,29.314238,86.387598,5639,29.297,86.409,5380,Deposit,Moraine dammed,N,N,13_8,17,China,TAR,,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,
583,NA,NA,NA,NA,Unnamed,Unnamed,GL086417E27950N,"2, 3",G086422E27961N,27.9498,86.4174,4989,28.04332,86.3108,3277,Deposit,Moraine dammed,Y,N,15_2,11,China,TAR,Rongxia,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,
584,NA,NA,NA,NA,Unnamed,Unnamed,GL086422E27932N,"2, 3, 4",G086421E27915N,27.9319,86.4225,4987,28.04068,86.32168,3290,Deposit,Moraine dammed,Y,N,15_2,11,China,TAR,Rongxia,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,
585,NA,NA,NA,NA,Unnamed,Unnamed,GL086433E27939N,"2, 3, 4",G086475E27977N,27.9384,86.4324,5051,28.04068,86.32168,3290,Deposit,Moraine dammed,Y,N,15_2,11,China,TAR,Rongxia,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,
586,NA,NA,NA,NA,Unnamed,Unnamed,GL086434E27929N,"2, 3, 4",G086449E27920N,27.93,86.4335,5031,28.04068,86.32168,3290,Deposit,Moraine dammed,Y,N,15_2,11,China,TAR,Rongxia,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)","Zheng, G., Bao, A., Allen, S., Ballesteros-Canovas, J.A., Yuan, Y., Jiapaer, G., 2021. Numerous Unreported Glacial Lake Outburst Floods in the Third Pole Revealed by High-Resolution Satellite Data and Geomorphological Evidence. Science Bulletin. https://doi.org/10.1016/j.scib.2021.01.014.",,
