GF_ID,Year_approx,Year_exact,Month,Day,Lake_name,Glacier_name,GL_ID,LakeDB_ID,G_ID,Lat_lake,Lon_lake,Elev_lake,Lat_impact,Lon_impact,Elev_impact,Impact_type,Lake_type,Transboundary,Repeat,Region_RGI,Region_HiMAP,Country,Province,River_Basin,Driver_lake,Driver_GLOF,Mechanism,Area,Volume,Discharge_water,Discharge_solid,Impact,Lives_total,Lives_male,Lives_female,Lives_disabilities,Injured_total,Injured_male,Injured_female,Injured_disabilities,Displaced_total,Displaced_male,Displaced_female,Displaced_disabilities,Livestock,Residential_destroyed,Commerical_destroyed,Residential_damaged,Commerical_damaged,Infra,Agricultural,Hydropower,Econ_damage,Ref_scientific,Ref_other,Remarks
GF087750E27816N_0,1963,1963,NA,NA,Tiptola (Olangchun Gola 1),Chhochenphu,GL087750E27816N,"1, 2, 3, 4",G087755E27833N,27.82,87.75,4909,27.693,87.761,3388,Observation,Moraine dammed,N,Y,15-02,11,Nepal,Province No. 1,Tamor,unknown,ice avalanche,unknown,,,,,,4,,,,,,,,,,,,3,,,50,,Destroyed cropland,,,,"(Byers et al., 2020)",,
GF087750E27816N_1,1968,1968,NA,NA,Tiptola (Olangchun Gola 2),Chhochenphu,GL087750E27816N,"1, 2, 3, 4",G087755E27833N,27.82,87.75,4909,27.693,87.761,3388,Observation,Moraine dammed,N,Y,15-02,11,Nepal,Province No. 1,Tamor,unknown,ice avalanche,unknown,,,,,,,,,,,,,,,,,,,1,,,,,,,,"(Byers et al., 2020)",,
GF077267E41978N_0,2019,2019,8,8,Toguz-Bulak,Toguz-Bulak,GL077267E41978N,"2, 3, 4",G077263E41958N,41.977646,77.266932,3764,NA,NA,NA,NA,Moraine dammed,N,N,13-03,4,Kyrgyzstan,,Toguzbulak,unknown,unknown,ice core thawing,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Daiyrov et al., 2020)",,
GF090146E28055N_0,2009,2009,4,29,Tshojo Tsho,Tshojo ,ephemeral,NA,G090157E28136N,28.055,90.146,4040,28.05,90.14,3898,Observation,Supraglacial,N,N,15-02,12,Bhutan,Punakha,Pho Chhu ,unknown,unknown,ice core thawing,,500000,,,,,,,,,,,,,,,,,,,,,,,,,"(Komori et al., 2012; Carrivick and Tweed, 2016; Veh et al., 2019)",,
GF094253E30736N_0,2015,2015,7,3,Tulaco,unnamed,ephemeral,NA,G094248E30745N,30.736667,94.253056,5040,30.707339,94.261859,3970,Observation,Supraglacial,N,N,13-09,18,China,TAR,,unknown,unknown,dam piping,,,,,,,,,,,,,,,,,,,2,,,,"21 farming machines were damaged, and arable land and seedlings were washed away.",,,,(Liu et al. 2019),,
GF074931E36338N_1,1975,1975,NA,NA,unknown,Balt Bare,ephemeral,NA,G074935E36339N,36.338551,74.931346,4244,36.363605,74.859477,2410,Observation,Landslide dammed,N,Y,14-02,9,Pakistan,Gilgit - Baltistan,Hunza,surging glacier,unknown,unknown,,,,,,1,,,,,,,,,,,,,1,,,,,,,,"(Ali, 1977; Kreutzmann, 1994)",,
GF077308E35254N_0,1975,1975,6,18,unknown,North Terong,ephemeral,NA,G077336E35311N,35.254,77.308,4400,NA,NA,NA,NA,Ice dammed,Y,Y,14-02,9,India,Kashmir,Nubra,glacier advance,unknown,unknown,,2280000,,,,,,,,,,,,,,,,,,,,,,,,,"(Bazai et al., 2021)",,
GF077308E35254N_1,1990,1990,6,6,unknown,North Terong,ephemeral,NA,G077336E35311N,35.254,77.308,4400,NA,NA,NA,NA,Ice dammed,Y,Y,14-02,9,India,Kashmir,Nubra,glacier advance,unknown,unknown,,17000000,,,,,,,,,,,,,,,,,,,,,,,,,"(Bazai et al., 2021)",,
GF077308E35254N_2,1993,1993,5,4,unknown,North Terong,ephemeral,NA,G077336E35311N,35.254,77.308,4400,NA,NA,NA,NA,Ice dammed,Y,Y,14-02,9,India,Kashmir,Nubra,glacier advance,unknown,unknown,,14400000,,,,,,,,,,,,,,,,,,,,,,,,,"(Bazai et al., 2021)",,
GF077308E35254N_3,2000,2000,4,21,unknown,North Terong,ephemeral,NA,G077336E35311N,35.254,77.308,4400,NA,NA,NA,NA,Ice dammed,Y,Y,14-02,9,India,Kashmir,Nubra,glacier advance,unknown,unknown,,27300000,,,,,,,,,,,,,,,,,,,,,,,,,"(Bazai et al., 2021)",,
GF077308E35254N_4,2002,2002,6,6,unknown,North Terong,ephemeral,NA,G077336E35311N,35.254,77.308,4400,NA,NA,NA,NA,Ice dammed,Y,Y,14-02,9,India,Kashmir,Nubra,glacier advance,unknown,unknown,,31270000,,,,,,,,,,,,,,,,,,,,,,,,,"(Bazai et al., 2021)",,
GF074722E35232N_1,1895,1895,NA,NA,unknown,Tarshing,ephemeral,NA,G074689E35277N,35.232,74.722,2940,NA,NA,NA,NA,unknown,N,N,14-03,10,Pakistan,Gilgit - Baltistan,Indus,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Collie, 1902; Bazai et al., 2021)",,"During 1895 the Tashing Glacier again had possibly blocked the valley to a height of at least 200 feet but the Rupal stream flowed underneath the ice. Speculation that is the conduit was blocked in anyway, a huge lake must form behind the glacier"
GF074761E36176N_0,1892,1892,NA,NA,unknown,Bualtar,ephemeral,NA,G074697E36096N,36.176,74.761,2918,NA,NA,NA,NA,Ice dammed,N,N,14-02,9,Pakistan,Gilgit - Baltistan,Hunza,glacier advance,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Conway, 1897; Bazai et al., 2021)",,"Hoper/Bualtar glacier in Nagar has advanced and dammed the Hispar river, forming a lake in the deep and narrow gorge below the foot of the Hispar Glacier. The length of the lake was 4 miles."
GF088858E27654N_0,1970,1970,7,10,unknown,unknown,unknown,NA,NA,27.654,88.858,4660,NA,NA,NA,NA,unknown,N,Y,15-02,12,China,TAR,Kangbuqu,unknown,ice avalanche,unknown,200000,333000,,,,,,,,,,,,,,,,,,,,,,,,,"(Cui et al., 2010)",,
GF096226E29741N_0,1931,1931,6,NA,unknown,unknown,unknown,NA,NA,29.741,96.226,4880,NA,NA,NA,NA,unknown,N,N,15-03,18,China,TAR,Parlung Zangbo,unknown,ice avalanche,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Cui et al., 2010)",,
GF076764E35899N_0,1929,1929,NA,NA,unknown,Gasherbrum,ephemeral,NA,G076615E35806N,35.899,76.764,4240,NA,NA,NA,NA,Ice dammed,N,Y,14-02,9,China,Xinjiang,Shaksgam,surging glacier,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Desio, 1930; Feng, 1991; Bazai et al., 2021) ",,"Gasherbrum glacier advanced to the cliff on the right slope of the main river valley, the water was forced to flow underneath the glacier and, meanwhile, a deep pond was formed"
GF077009E35719N_0,1929,1929,NA,NA,unknown,Singhku,ephemeral,NA,G077045E35613N,35.719,77.009,4520,NA,NA,NA,NA,Ice dammed,N,Y,14-02,9,China,Xinjiang,Shaksgam,surging glacier,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Desio, 1930; Feng, 1991; Bazai et al., 2021) ",,
GF076764E35899N_1,1953,1953,NA,NA,unknown,Gasherbrum,ephemeral,NA,G076615E35806N,35.899,76.764,4240,NA,NA,NA,NA,Ice dammed,N,Y,14-02,9,China,Xinjiang,Shaksgam,surging glacier,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Desio, 1955; Feng, 1991; Bazai et al., 2021) ",,
GF076771E35856N_0,1953,1953,NA,NA,unknown,Urdok,ephemeral,NA,G076803E35673N,35.856,76.771,4277,NA,NA,NA,NA,Ice dammed,N,Y,14-02,9,China,Xinjiang,Shaksgam,surging glacier,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Desio, 1955; Feng, 1991; Bazai et al., 2021) ",,
GF076271E35497N_1,2000,2000,7,27,unknown,Lokpar/Aling,ephemeral,NA,G076211E35548N,35.497,76.271,3800,NA,NA,NA,NA,Moraine dammed,N,N,14-02,9,Pakistan,Gilgit - Baltistan,Hushe,unknown,unknown,unknown,, , ,, , , , , ,,,,,,,, , , , ,,, , , , ,"(Din et al., 2014; Rana et al., 2015)",,Very little information on this event. Previously a GLOF was reported here at Lokpar/Aling (1993) which may have the same likely cause
GF074931E36338N_0,1977,1977,NA,NA,unknown,Balt Bare,ephemeral,NA,G074935E36339N,36.338551,74.931346,4244,NA,NA,NA,NA,Landslide dammed,N,Y,14-02,9,Pakistan,Gilgit - Baltistan,Hunza,surging glacier,unknown,unknown,,,,,,,,,,,,,,,,,,,+,,,,"bridge, several kiometers of road destroyed",,,,"(Francis, Miller and Dong, 1981; Roohi et al., 2008; Bazai et al., 2021; Gao et al., 2021)",,
GF075378E35668N_0,1860,1860,7,NA,unknown,unnamed,ephemeral,NA,G075374E35664N,35.668,75.378,4030,35.674875,75.445221,2370,Observation,unknown,N,N,14-02,9,Pakistan,Gilgit - Baltistan,Shigar,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Godwin-Austen, 1864)",,"Tisar village reported to be affected with fields destroyed. Source could also be one of the 3 adjacent glaciers, that were largely much larger at the time."
GF072416E36226N_0,2007,2007,NA,NA,unknown,Sonoghore,ephemeral,NA,G072417E36225N,36.226,72.416,3779,36.27,72.402,2260,Observation,Glacier outburst flood,Y,N,14-01,8,Pakistan,Khyber Pakhtunkhwa,Chitral,unknown,unknown,unknown,,,,,,,,,,,,,,500,,,,,15,3,,,,,,,"(Haq, 2007)",,100 families displaced in total with event in Brep 2005
GF077763E35128N_1,1869,1869,NA,NA,unknown,Kichik Kumden,ephemeral,NA,G077662E35097N,35.128,77.763,4613,NA,NA,NA,NA,Ice dammed,Y,Y,14-02,9,India,Ladakh,Shyok,surging glacier,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Hedin, 1917; Bazai et al., 2021)",,
GF077702E35172N_0,1533,1533,NA,NA,unknown,Chong Kumden,ephemeral,NA,G077657E35156N,35.172,77.702,4691,NA,NA,NA,NA,Ice dammed,Y,Y,14-02,9,India,Ladakh,Shyok,surging glacier,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Hedin, 1917; Hewitt, 2014; Bazai et al., 2021)",,
GF074369E36824N_0,1833,1833,NA,NA,unknown,Yashkuk-Yaz,ephemeral,NA,G074282E36698N,36.824,74.369,3370,NA,NA,NA,NA,unknown,N,N,14-02,9,Pakistan,Gilgit - Baltistan,Hunza,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,+,,,,entire village destroyed,,,,"(Hewitt and Liu, 2010)",,
GF076271E35497N_0,1993,1993,NA,NA,unknown,Lokpar/Aling,ephemeral,NA,G076211E35548N,35.497,76.271,3720,NA,NA,NA,NA,Moraine dammed,N,N,14-02,9,Pakistan,Gilgit - Baltistan,Hushe,unknown,unknown,unknown,, , ,, , , , , ,,,,,,,, , , , ,,, , , , ,"(Hewitt and Liu, 2010)",,
GF077774E35102N_0,1871,1871,11,NA,unknown,Aktash,ephemeral,NA,G077667E35058N,35.102,77.774,4581,NA,NA,NA,NA,Ice dammed,Y,Y,14-02,9,India,Ladakh,Shyok,surging glacier,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Hewitt and Liu, 2010; Bazai et al., 2021)",,"Forsyth reported that two glaciers, c. 1871, suddenly descended into the valley and blocked the flow of Shyok river and generated a flood in the Indus"
GF077702E35172N_13,1934,1934,NA,NA,unknown,Chong Kumden,ephemeral,NA,G077657E35156N,35.172,77.702,4691,34.131449,77.478455,3180,Observation,Ice dammed,Y,Y,14-02,9,India,Ladakh,Shyok,surging glacier,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Hewitt and Liu, 2010; Bazai et al., 2021)",,"Mr. T. Durji, the sub-overseer at Leh, reported information regarding the condition of the Chong Kumdan dam in 1934. A minor flood, according to the Saser Brangsa river-guard, occurred during the year 1934. The total volume of the flood was less than half that of 1933, and that of 1933 was not of dangerous dimensions."
GF077702E35172N_2,1833,1833,NA,NA,unknown,Chong Kumden,ephemeral,NA,G077657E35156N,35.172,77.702,4691,NA,NA,NA,NA,Ice dammed,Y,Y,14-02,9,India,Ladakh,Shyok,surging glacier,unknown,unknown,,,,,,,,,,,,,,,,,,,+,,,,,,,,"(Hewitt and Liu, 2010; Hewitt, 2014; Bazai et al., 2021)",,
GF077702E35172N_4,1839,1839,NA,NA,unknown,Chong Kumden,ephemeral,NA,G077657E35156N,35.172,77.702,4691,NA,NA,NA,NA,Ice dammed,Y,Y,14-02,9,India,Ladakh,Shyok,surging glacier,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Hewitt and Liu, 2010; Hewitt, 2014; Bazai et al., 2021)",,
GF077702E35172N_5,1842,1842,NA,NA,unknown,Chong Kumden,ephemeral,NA,G077657E35156N,35.172,77.702,4691,NA,NA,NA,NA,Ice dammed,Y,Y,14-02,9,India,Ladakh,Shyok,surging glacier,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Hewitt and Liu, 2010; Hewitt, 2014; Bazai et al., 2021)",,
GF074158E36390N_0,1928,1928,NA,NA,unknown,Koz-Yaz,ephemeral,NA,G074132E36737N,36.818,74.158,3879,36.838951,74.263141,3540,Observation,unknown,N,Y,14-02,9,Pakistan,Gilgit - Baltistan,Hunza,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Hewitt, 1968)",,"The exact glacier isn't mentioned, however since one year earlier that same glacier already had a reported flood, chances are high it is the same"
GF075064E35768N_0,1953,1953,NA,NA,unknown,Kutiah,ephemeral,NA,G074938E35805N,35.768,75.064,2970,NA,NA,NA,NA,Ice dammed,N,N,14-02,9,Pakistan,Gilgit - Baltistan,Indus,glacier advance,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Hewitt, 1968)",,
GF074722E35232N_0,1850,1850,NA,NA,unknown,Tarshing,ephemeral,NA,G074689E35277N,35.232,74.722,2940,NA,NA,NA,NA,unknown,N,N,14-03,10,Pakistan,Gilgit - Baltistan,Indus,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Hewitt, 1968)",,
GF076271E35497N_2,1990,1990,NA,NA,unknown,Lokpar/Aling,ephemeral,NA,G076211E35548N,35.497,76.271,3720,NA,NA,NA,NA,Moraine dammed,N,N,14-02,9,Pakistan,Gilgit - Baltistan,Hushe,unknown,rock avalanche,unknown,, , ,, , , , , ,,,,,,,, , , , ,,,"destroyed a summer village, forest and pastureland", , , ,"(Hewitt, 2009)",,
GF077763E35128N_3,1905,1905,NA,NA,unknown,Kichik Kumden,ephemeral,NA,G077662E35097N,35.128,77.763,4613,NA,NA,NA,NA,Ice dammed,Y,Y,14-02,9,India,Ladakh,Shyok,surging glacier,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Huntingdon, 1907; Longstaff, 1910; Bazai et al., 2021)",,
GF083992E28520N_0,1560,1560,NA,NA,unknown,Machhapuchhre,No lake,NA,G084009E28557N,28.52,83.992,3741,NA,NA,NA,NA,Supraglacial,N,N,15-01,11,Nepal,Gandaki,Seti,unknown,unknown,unknown,,,,,50-60m thick debris covering Pokhara basin,,,,,,,,,,,,,,,,,,,,,,"(Ives, Shrestha and Mool, 2010; ICIMOD, 2011)",,
GF082805E29644N_0,NA,NA,NA,NA,unknown,unknown,No lake,NA,No glacier,29.644,82.805,5087,29.656,82.799,4705,Deposit,Supraglacial,N,N,15-01,11,Nepal,Karnali,Mugu Karnali,unknown,unknown,moraine collapse,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Ives, Shrestha and Mool, 2010; ICIMOD, 2011)",Given coordinate in Ives 2010 seems to be wrong,
GF090309E28035N_0,1960s,NA,NA,NA,unknown,glaciers in Lunana,NA,NA,G090313E28024N,28.0351,90.3099,5293,27.35,89.52,1220,Observation,unknown,N,N,15-02,12,Bhutan,Punakha,Pho Chhu ,unknown,unknown,unknown,,,,,destroyed Punakha dzong,,,,,,,,,,,,,,+,,,,,,,,"(Ives, Shrestha and Mool, 2010; Komori et al., 2012; Carrivick and Tweed, 2016)",,Flood lasted for 5 days
GF074742E36329N_0,1910,1910,NA,NA,unknown,Gurpi,ephemeral,NA,G074735E36370N,36.329,74.742,3100,NA,NA,NA,NA,unknown,N,N,14-02,9,Pakistan,Gilgit - Baltistan,Hunza,glacier advance,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Kreutzmann, 1994)",,
GF081475E30270N_0,2004,2004,6,NA,unknown,Halji,ephemeral,NA,G081470E30264N,30.27,81.475,5347,30.219,81.514,3706,Observation,Supraglacial,N,Y,15-01,11,Nepal,Karnali,Humla,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Kropacek et al., 2015)",,
GF081475E30270N_1,2006,2006,6,NA,unknown,Halji,ephemeral,NA,G081470E30264N,30.27,81.475,5347,30.219,81.514,3706,Observation,Supraglacial,N,Y,15-01,11,Nepal,Karnali,Humla,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Kropacek et al., 2015)",,
GF081475E30270N_2,2007,2007,6,NA,unknown,Halji,ephemeral,NA,G081470E30264N,30.27,81.475,5347,30.219,81.514,3706,Observation,Supraglacial,N,Y,15-01,11,Nepal,Karnali,Humla,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Kropacek et al., 2015)",,
GF081475E30270N_3,2008,2008,6,NA,unknown,Halji,ephemeral,NA,G081470E30264N,30.27,81.475,5347,30.219,81.514,3706,Observation,Supraglacial,N,Y,15-01,11,Nepal,Karnali,Humla,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Kropacek et al., 2015)",,
GF081475E30270N_4,2009,2009,6,23,unknown,Halji,ephemeral,NA,G081470E30264N,30.27,81.475,5347,30.219,81.514,3706,Observation,Supraglacial,N,Y,15-01,11,Nepal,Karnali,Humla,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Kropacek et al., 2015)",,
GF081475E30270N_5,2011,2011,6,30,unknown,Halji,ephemeral,NA,G081470E30264N,30.27,81.475,5347,30.219,81.514,3706,Observation,Supraglacial,N,Y,15-01,11,Nepal,Karnali,Humla,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Kropacek et al., 2015)",,
GF094944E30530N_0,2014,2014,6,NA,unknown,Nalongzangbu Tributary,ephemeral,NA,G094921E30570N,30.530106,94.944612,3870,30.504907,94.94174,3460,Deposit,Moraine dammed,N,N,13-09,18,China,TAR,,unknown,ice avalanche,unknown,,,,,,,,,,,,,,,,,,,,,,,"2 electric poles, 2 small wooden bridges and 550 m of country roads were washed away",27000,,,(Liu et al. 2019),,
GF077763E35128N_2,1903,1903,NA,NA,unknown,Kichik Kumden,ephemeral,NA,G077662E35097N,35.128,77.763,4613,NA,NA,NA,NA,Ice dammed,Y,Y,14-02,9,India,Ladakh,Shyok,surging glacier,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Longstaff, 1910; Hedin, 1917; Bazai et al., 2021)",,"Longstaff reported that during 1903 a bad flood occurred, which Oliver (British Joint Commissioner for Ladakh) attributed to the bursting of the Kichik Kumdan dam."
GF077774E35102N_1,1898,1898,7,NA,unknown,Aktash,ephemeral,NA,G077667E35058N,35.102,77.774,4581,NA,NA,NA,NA,Ice dammed,Y,Y,14-02,9,India,Ladakh,Shyok,surging glacier,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Longstaff, 1910; Hewitt and Liu, 2010; Bazai et al., 2021)",,Large flood in July 1898 with minor erosion - no major destruction
GF077763E35128N_0,1864,1864,NA,NA,unknown,Kichik Kumden,ephemeral,NA,G077662E35097N,35.128,77.763,4613,NA,NA,NA,NA,Ice dammed,Y,Y,14-02,9,India,Ladakh,Shyok,surging glacier,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Mason, 1929b, 1929a; Bazai et al., 2021)",,
GF077702E35172N_6,1855,1855,NA,NA,unknown,Chong Kumden,ephemeral,NA,G077657E35156N,35.172,77.702,4691,NA,NA,NA,NA,Ice dammed,Y,Y,14-02,9,India,Ladakh,Shyok,surging glacier,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Mason, 1929b; Hewitt and Liu, 2010; Bazai et al., 2021)",,"2 events, potentially also from another lake, only documented all the way downstream"
GF077702E35172N_11,1932,1932,7,12,unknown,Chong Kumden,ephemeral,NA,G077657E35156N,35.172,77.702,4691,33.773033,72.23978,260,Observation,Ice dammed,Y,Y,14-02,9,India,Ladakh,Shyok,surging glacier,unknown,unknown,,,17400,,,,,,,,,,,,,,,,,,,,,,,,"(Mason, 1930, 1935; Feng, 1991; Bazai et al., 2021)",,"Smaller than 1929. Considerable erosion.  Rise of 17 ft., July 12-13 from 407.000 to 614.000 cfs (O.S.R.)"
GF077702E35172N_7,1879,1879,8,NA,unknown,Chong Kumden,ephemeral,NA,G077657E35156N,35.172,77.702,4691,33.773033,72.23978,260,Observation,Ice dammed,Y,Y,14-02,9,India,Ladakh,Shyok,surging glacier,unknown,unknown,,,21000,,estimated discharge from observed rise at Attock,,,,,,,,,,,,,,,,,,,,,,"(Mason, 1935; Bazai et al., 2021)",,"Mason (1935) says rise of 28.7 ft. at Attock, Aug, 11-20. Not on Official Stage Record, (O.S.R.) for Attock"
GF077702E35172N_8,1882,1882,7,NA,unknown,Chong Kumden,ephemeral,NA,G077657E35156N,35.172,77.702,4691,33.773033,72.23978,260,Observation,Ice dammed,Y,Y,14-02,9,India,Ladakh,Shyok,surging glacier,unknown,unknown,,,21300,,estimated discharge from observed rise at Attock,,,,,,,,,,,,,,,,,,,,,,"(Mason, 1935; Bazai et al., 2021)",,"Mason (1935) says rise 33,8 ft, on 29th July, 'Higher than 1929 flood by 5 ft."" (This gives 752.000 cfs on modern rating curve.) Rise of 27.5 ft. appears on O.S.R. as 739,000 cfs."
GF077702E35172N_9,1926,1926,NA,NA,unknown,Chong Kumden,ephemeral,NA,G077657E35156N,35.172,77.702,4691,33.773033,72.23978,260,Observation,Ice dammed,Y,Y,14-02,9,India,Ladakh,Shyok,surging glacier,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Mason, 1935; Bazai et al., 2021)",,Great flood damage and at Attock. 16 ft. rise on O.S.R. and complete blockage of Shyok river and impounding a lake upstream; this lake emptied in October 1926 with catastrophic effects.
GF077702E35172N_10,1929,1929,8,15,unknown,Chong Kumden,ephemeral,NA,G077657E35156N,35.172,77.702,4691,NA,NA,NA,NA,Ice dammed,Y,Y,14-02,9,India,Ladakh,Shyok,surging glacier,unknown,unknown,,1350300000,7100,,,,,,,,,,,,,,,,,,,,,,,,"(Mason, 1935; Bazai et al., 2021)",,"Mason (1935) reported that in the winter of 1926 the dam reformed and impounded another lake; this emptied on 16th August 1929. With total volume of 1.5x109 m3, depth 120m length 16km and width 1.6km"
GF077702E35172N_12,1933,1933,8,27,unknown,Chong Kumden,ephemeral,NA,G077657E35156N,35.172,77.702,4691,33.773033,72.23978,260,Observation,Ice dammed,Y,Y,14-02,9,India,Ladakh,Shyok,surging glacier,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Mason, 1935; Bazai et al., 2021)",,"Mason reported smaller proportions, Rise of 12 ft, Aug. 29-30"
GF086818E27981N_0,2017,2017,7,15,unknown,Changri Shar,ephemeral,NA,G086808E28006N,27.981275,86.818062,5200,27.889,86.819,4248,Observation,Supraglacial,N,N,15-02,11,Nepal,Province No. 1,Dudh Koshi,melt,water level rise; water temperature rise,englacial tunnel,,1360000,,,,,,,,,,,,,,,,,,,,,,,,,"(Miles et al., 2018)",,
GF074158E36390N_1,1927,1927,NA,NA,unknown,Koz-Yaz,ephemeral,NA,G074132E36737N,36.818,74.158,3979,36.838951,74.263141,3540,Observation,unknown,N,Y,14-02,9,Pakistan,Gilgit - Baltistan,Hunza,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Morris, 1928; Hewitt, 1968)",,Serious  floods of local extent. Massive sediment movement 
GF074722E35232N_2,1909,1909,NA,NA,unknown,Tarshing,ephemeral,NA,G074689E35277N,35.232,74.722,2940,NA,NA,NA,NA,unknown,N,N,14-03,10,Pakistan,Gilgit - Baltistan,Indus,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,bridges damaged,,,,"(Neve, 1911; Bazai et al., 2021)",,"flood occurred in 1909. Considerable damage for 60 miles down the Astor valley, to bridges but also to low-lying farmland. Landslips followed"
GF074761E36176N_1,1912,1912,NA,NA,unknown,Bualtar,ephemeral,NA,G074697E36096N,36.176,74.761,2918,NA,NA,NA,NA,Ice dammed,N,N,14-02,9,Pakistan,Gilgit - Baltistan,Hunza,glacier advance,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Neve, 1913)",,
GF086891E27906N_0,2015,2015,5,25,unknown,Lhotse,ephemeral,NA,G086915E27923N,27.906,86.891,4978,27.90054,86.86313,4630,Observation,Supraglacial,N,N,15-02,11,Nepal,Province No. 1,Dudh Koshi,unknown,unknown,supraglacial lake drainage,,345000,210,,,,,,,,,,,,,,,,,,,,"Loss of a pedestrian bridge, an outbuilding, and small amounts of floodwater in the courtyard of one lodge.",,,,"(Rounce et al., 2017)",,"3 landslide-like features began flowing down a south-facing slope, followed by large discharge water from three englacial conduits and one supraglacial stream"
GF086891E27906N_1,2016,2016,6,12,unknown,Lhotse,ephemeral,NA,G086915E27923N,27.906,86.891,4978,27.90054,86.86313,4630,Observation,Supraglacial,N,N,15-02,11,Nepal,Province No. 1,Dudh Koshi,unknown,unknown,supraglacial lake drainage,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Rounce et al., 2017)",,
GF078332E31295N_0,1981,1981,NA,NA,unknown,Shaune Garang,ephemeral,NA,G078349E31292N,31.295,78.332,4578,NA,NA,NA,NA,Englacial,N,Y,14-03,10,India,Himachal Pradesh,Baspa,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Sangewar, Srivastava and Singh, 1999)",,
GF078332E31295N_1,1988,1988,NA,NA,unknown,Shaune Garang,ephemeral,NA,G078349E31292N,31.295,78.332,4578,NA,NA,NA,NA,Englacial,N,Y,14-03,10,India,Himachal Pradesh,Baspa,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Sangewar, Srivastava and Singh, 1999)",,
GF077702E35172N_1,1780,1780,NA,NA,unknown,Chong Kumden,ephemeral,NA,G077657E35156N,35.172,77.702,4691,NA,NA,NA,NA,Ice dammed,Y,Y,14-02,9,India,Ladakh,Shyok,surging glacier,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Strachey, 1853; Bazai et al., 2021)",,Strachey (1853) reported that the oldest flood occurred in ~1780 in the upper Shyok valley due to the bursting of Kumdan glacier lake. His conclusion was based on interview with eighty years old resident of the Shyok valley.
GF077702E35172N_3,1835,1835,NA,NA,unknown,Chong Kumden,ephemeral,NA,G077657E35156N,35.172,77.702,4691,34.930229,76.615853,2628,Observation,Ice dammed,Y,Y,14-02,9,India,Ladakh,Shyok,surging glacier,unknown,unknown,,,,,,,,,,,,,,,,,,,+,,,,,,,,"(Strachey, 1853; Bazai et al., 2021)",,"Two Kumdan glaciers generated obstacles in the upper Shyok valley during June of 1835. The height of ice dam made by an upper glacier (possibly Chong Kumdan) was 700 vertical feet, above the valley bottom and a large lake accumulated between Kumdan and Gyapahan.  The sudden burst of lake resulted in a large discharge downstream. Maximum devastation occurred in Lagzhung village (mid Nubra) and Chorbat (Balti)."
